Company,Region,City,Founded,Employees,Revenue_funding,Web,Genres,Sample_games,Internship,Remote,Ownership,Notes
GameGuru,Istanbul,Istanbul,~2010 (site); some sources 2014,~19 (company About),500M+ downloads / 5M+ DAU statement (About),https://gameguru.net,hypercasual,Slap Kings; Fruit Clinic; Flick Goal; Street Hustle; Army Commander,unknown,unknown,independent,Ayazağa; long-term studio focused on hypercasual.
Curse Game Studio,Istanbul,Istanbul,2019,unknown,unknown,,hypercasual 3D,unknown,unknown,unknown,independent,3D hypercasual focused.
LuLu Games,Istanbul,Istanbul,2022,small,unknown,,mobile,unknown,unknown,unknown,independent,New studio appearing in industry lists.
Metaverse Game Studios,Istanbul,Istanbul,unknown,unknown,investment round (2022 industry news),,metaverse / game,unknown,unknown,unknown,independent,Name appears in industry investment news.
Phoelix Games,Istanbul,Istanbul,unknown,unknown,unknown,,mobile,unknown,unknown,unknown,independent,Istanbul mobile studio.
OXS Games,Istanbul,Istanbul,unknown,unknown,unknown,,mobile,unknown,unknown,unknown,independent,Istanbul mobile studio.
SekGames,Istanbul,Istanbul,unknown,unknown,unknown,,mobile,unknown,unknown,unknown,independent,Istanbul mobile studio.
Wendigo Games,Istanbul,Istanbul,unknown,unknown,unknown,,game,unknown,unknown,unknown,independent,Istanbul studio.
Overbaked Studio,Istanbul,Istanbul,2026,unknown,unknown,,game,unknown,unknown,unknown,independent,Newly established studio.
Rotten Games,Istanbul,Istanbul,unknown,unknown,unknown,,mobile,unknown,unknown,unknown,independent,Istanbul mobile studio.
Deneb Games,Istanbul,Istanbul / Turkey,unknown,unknown,unknown,,mobile,unknown,unknown,unknown,independent,Turkey-based mobile studio.
Rotatelab,Istanbul,Istanbul / Turkey,unknown,unknown,unknown,,mobile,unknown,unknown,unknown,independent,Turkey mobile studio.
Nokta Games,Ankara,Ankara,2017,~10–20 (LinkedIn),Supermarket Simulator millions of players; Steam hit,https://noktagames.com,PC/console simulation,Supermarket Simulator; Toy Of War,unknown,unknown,independent,Supermarket Simulator 1.0; console port partnership news.
skgames,Ankara,Ankara,2014,unknown,Traffic Rider hundreds of millions of downloads (industry),https://skgames.net,mobile racing / arcade,Traffic Rider; Traffic Racer; Wings on Fire,unknown (career page exists),unknown,independent,Soner Kara; long-lasting mobile racing hits.
Curve Animation,Ankara,Ankara,2014,~16 (LinkedIn),Liar's Bar viral success,https://curve.com.tr,animation + game,Liar's Bar; Chicken Away,unknown (career page exists),unknown,independent,Animation background; game visibility with Liar's Bar.
Pixega Studio,Ankara,Ankara,unknown,unknown,unknown,,game,unknown,yes — TOGED internship history,unknown,independent,TOGED internship list.
Zibumi,Ankara,Ankara (METU Technopark reference),~2008,unknown,unknown,,casual / browser,2Seksen; Monster Kartz,yes — TOGED internship history,unknown,independent,Early stage Ankara studio; current events limited.
2DOT Games,Ankara,Ankara (METU ATOM),unknown,unknown,unknown,,game,unknown,unknown,unknown,independent,ATOM ecosystem studio.
Celtwood Games,Ankara,Ankara (METU ATOM),unknown,unknown,unknown,,game,unknown,unknown,unknown,independent,ATOM ecosystem studio.
Skyloft Studios,Izmir,Izmir,2015,~10–20 (LinkedIn),unknown,https://skyloftstudios.com,hypercasual / hybrid / mid-core,Hyper Survive 3D; Hyper Knight,unknown,unknown,independent (BoomHits shared office),Office merger with BoomHits; site under construction.
BoomHits,Izmir,Izmir (+ UK/Poland hub),2021,small (LinkedIn ~3; uncertain after BoomBit merger),70M+ download claim; BoomBit subsidiary,https://boomhits.com,hypercasual / idle / hybrid publishing,Shoe Race; Cat Life Sim; Crazy Traffic Control; Hyper Touchdown 3D,unknown,unknown,BoomBit subsidiary,BoomBit subsidiary; Izmir+UK+PL hub.
Joinco Games,Izmir,Izmir (Aegean Technopark / Bornova),2022,~10–20 (LinkedIn),$3.3M valuation pre-seed (2024; Mobidictum),https://joincogames.com,AI-native competitive multiplayer; sport/arcade,Angry Goals,career page available,unknown,independent,Angry Goals soft launch/live operation phase.
Teos Games,Izmir,Izmir,2021,~15–18 (site 15+; Tracxn ~18),unknown,https://teosgamestudio.com,mobile puzzle / brain-test; permanent game goal,Help Me,career page available,remote-heavy (company statement),independent,Izmir + remote model site statement.
Room Games,Izmir,Izmir,2022,~11 (LinkedIn),unknown,https://roomgames.co,PC/console; hyper-realistic RC / multiplayer,Recharge,yes — Intern Game Tester (site team list),unknown,independent,Izmir-based indie; Steam Recharge; Gamescom 2026 İZKA nominee.
HOGO Games,Other cities,Kocaeli,unknown,unknown,~$5M valuation round (2025; Red Axe + angels),https://hogogames.com,PC + mobile,Marble Race; Travel Jam!; Fill The Bucket,unknown,unknown,independent,Cross-platform; growing focused on PC.
Red Axe Games,Other cities,Antalya,unknown,unknown,unknown (investor in HOGO),,PC simulation / publishing,unknown,unknown,unknown,independent,Antalya; Steam sim / publisher profile.
Elite Games,Ankara,Ankara,unknown,unknown,unknown,,game,unknown,yes — TOGED internship history,unknown,independent,TOGED internship list.
Black COCO,Ankara,Ankara / Turkey,unknown,unknown,unknown,,game,unknown,yes — TOGED internship history,unknown,independent,TOGED internship list.
Infosfer,Ankara,Ankara,unknown,unknown,unknown,,game / software,unknown,yes — TOGED internship history,unknown,independent,TOGED internship list.
DGR Project,Ankara,Ankara / Turkey,unknown,unknown,unknown,,game,unknown,yes — TOGED internship history,unknown,independent,TOGED internship list.
SanLab,Ankara,Ankara,unknown,unknown,unknown,,simulation / serious,unknown,yes — TOGED internship history,unknown,independent,TOGED internship list; serious/sim.
Oldmoustache,Istanbul,Istanbul / Turkey,unknown,unknown,unknown,,game,unknown,yes — TOGED internship history,unknown,independent,TOGED internship list.
Unico Studio,Istanbul,Istanbul (+ Palo Alto; Ankara presence),2018,~77–100+ (LinkedIn ~77; site 100+),1.6B+ download claim,https://unicostudio.co,casual puzzle,Brain Test; Woody Sort; 2248; Screw Out 3D; Who is?; Word Pearls,unknown (LinkedIn Intern record; career page to be monitored),remote-first / remote-first (company statement; has TR offices),independent,"Site: 1.6B+ installs, 50+ games; Palo Alto HQ + TR team dominant."
Gamegos,Istanbul,Istanbul (Ataşehir),2006,~40 (LinkedIn),unknown,https://www.gamegos.com,casual simulation / cooking,Cafeland; Manor Cafe; Adventure Bay; Marketland; Fashland,unknown,unknown,independent,Facebook social hit → mobile F2P; Amsterdam asset on LinkedIn.
Fiber Games,Istanbul,Istanbul,2018,~18 (LinkedIn),BV/Arz seed; total fund ~$1M range (LinkedIn); early BV 3M TL news,https://www.fibergames.com.tr,hyper/hybrid-casual,Weld It 3D; Beauty Center; Kral Şakir: Adventure Island; Opet Ultra Race,unknown,unknown,independent,Kozyatağı; Rollic publishing partnership history; claim of 200+ prototypes (BV).
Moon Star Games,Istanbul,Istanbul,2019,small (1–10; low LinkedIn),40M+ download claim,https://moonstargames.co,open world driving / racing sim,Motorcycle Driving: Cop Chase; Bike Rider; Car Crash Simulator; Real Moto Bike Racing,unknown,unknown,independent,Moon Star Games Yazilim at Play; 40M+ downloads / ~5M AU company statement.
SKEB Studios,Istanbul,Istanbul (Şişli),2018,~6 (LinkedIn),unknown; 4M+ download claim,https://skebstudios.com,PC indie + hypercasual,Colony; Slice Master; Color Rush; Hyper Dunk; Loot Town,unknown,unknown,independent,"Site: 4M+ downloads, GIST award-winning Colony; PC+hypercasual."
Pax Animi Games,Istanbul,Istanbul,2020,~4 (LinkedIn),Entertech/Yapı Kredi ~$250K (2025); total funding ~$280K range,https://www.paxanimigames.com,hyper/casual,Money to Billions; Pure Farm; FishAway,unknown,unknown,independent,Bamboo/Rollic accelerator graduate.
Aden Games,Istanbul,Istanbul (+ London),2018,~10 (LinkedIn),unknown,https://adengames.com,hyper/casual; Web3,Weapon Craft Run; Gold Rush 3D; MarbleVerse,unknown (LinkedIn Intern record history),unknown,independent,Gold Rush 3D 10M+; Weapon Craft Run rapid scaling with Rollic.
Duello Games,Istanbul,Istanbul,2010,~4 (LinkedIn),iSlash 20M+ downloads (company About); exact revenue unknown,https://duello.com,mobile puzzle / arcade,iSlash; iSlash Heroes; TripTrap; Bellyfish,unknown,unknown,independent,Early App Store hit; team seems to have shrunk.
Inventuna Games,Istanbul,Istanbul (ITU Technopolis),2021,1–10 (LinkedIn low/~2),unknown,https://www.inventuna.com,blockchain action RPG,Heroes Chained,unknown,unknown,independent,ITU Arı Technopolis; high uncertainty in team/product post-GameFi.
Softgames (İstanbul ofisi),Istanbul,Istanbul (Berlin HQ),2006,~90 global (company remote-work statement),unknown,https://softgames.com,instant / web / social casual,unknown,yes — Mandatory Internship / Pflichtpraktikum announcement (site),remote-first / remote-first (company statement; Istanbul office documented),Softgames GmbH,"Berlin HQ + Toronto; Istanbul office design project (Altun, ~2022–23)."
Frostline Games,Istanbul,Istanbul (Zaim Technopark),2021,~4 (industry; 1–10),seed ~$196K (2023; VCBacked),https://frostline.games,PC/console; MOBA / FPS arena / battle royale (planned),Kaçka (development); Naipler; Worlds War,unknown,unknown,independent,Zaim Teknopark; products not widely released yet.
Rocinante Games,Istanbul,Istanbul (IZU Technopark),2021,small,unknown,https://rocinantegames.com,hyper-casual mobile,unknown,unknown,unknown,independent,Small technopark studio.
Madcraft Studios,Istanbul,Istanbul,2018,1–10 (LinkedIn/Tracxn low),WePlay investment (2020),https://madcraftstudios.com,PC narrative adventure,Crowalt: Traces of the Lost Colony,unknown,unknown,independent,Crowalt Steam/console; madcraftstudios.com currently gives a spam/hijack impression — based on Steam registration.
Moonstar Games (3D Evi),Istanbul,Istanbul (Bakırköy),unknown,unknown,unknown,https://www.moonstargames.com,VR / PC,Castle Capture Topkapi; Despot Zombie,unknown,unknown,independent,Not to be confused with Moon Star Games (mobile).
ByteTyper,Istanbul,Istanbul (Kozyatağı); Ankara office,2019,~10,Rollic/Zynga acquisition (2021),https://bytetyper.com,hyper-casual,Racing Online; Firefighter Hero; Touchdrawn,unknown,unknown,Rollic / Zynga,Rollic/Zynga 2021; Racing Online; Firefighter Hero; Touchdrawn.
ZeroSum,Istanbul,Istanbul (Sarıyer / Vadistanbul),2020,~11–50 (LinkedIn range),Rollic/Zynga acquisition (2021),,hyper-casual,Barista Life; Long Nails 3D; Off-Road Race,unknown,unknown,Rollic / Zynga,Rollic/Zynga 2021; official website unverified (zerosum.co for sale).
Pinq Games,Ankara,Ankara (METU Technopolis / ATOM),2021,small (1–10; LinkedIn ~2),unknown,https://pinq.games,mid-core strategy; voxel R&D,Politon; Still Two Minutes,yes — intern/project contribution LinkedIn history,unknown,independent (Grazing Software),Politon full release Steam; PS/Xbox kit partnership news.
Oreon Studios,Ankara,Ankara,2022,~8,200M+ download claim,https://oreonstudios.com,hyper/hybrid-casual,Monster Draft; Slice Master; Draw Army; Mask Evolution; Build A Car,unknown,unknown,independent,Founded March 2022; 200M+ downloads company statement.
Hypermonk Games,Ankara,Ankara (Hacettepe Technopark),2021,~35–36 (Tracxn/sector),~$17.5M (Hacettepe Technopolis 2024 statement); ~80M downloads,https://hypermonkgames.com,racing / casual,Highway Overtake; Dyno 2 Race; Drift 2 Drag; Count Bounce,unknown,unknown,independent,Some sources claim establishment in 2020; Highway Overtake global racing #1 claim.
Kodgraf Game Studio,Ankara,Ankara (METU Technopolis),2008,unknown,unknown,https://www.kodgraf.com,PC/mobile,Battle of the Bosporus; Protector M; Hürriyet Kelime,unknown,unknown,independent,Early Teknokent studio; current activity may be limited.
Creasaur Entertainment,Ankara,Ankara,2017,11–50 range (LinkedIn),Rollic/Zynga acquisition (2021),https://creasaur.net,hyper-casual,Money Maker 3D; Hit Guys,unknown,office (open office statement; not remote-first),Rollic / Zynga,Bilkent Cyberpark; Rollic/Zynga 2021.
Quok Games,Ankara,Ankara,2020,unknown,unknown,,mobile,unknown,unknown,unknown,independent,Ankara mobile studio (in the industry network).
396 Animation & Game Studios,Eskişehir,Eskişehir (ATAP Anadolu Technopark),2018,~26,unknown,https://www.linkedin.com/company/396-animation-and-game-studios,animation + game production,TRT Çocuk: Anadolu Rock and Tuhafiye; Mercanya; Akıncı,unknown,unknown,independent,"At ATAP; primarily local publishing/animation, also involved in game production."
Craftbridge Games,Eskişehir,Eskişehir (ATAP Software Tower / EOSB),unknown,1–10,unknown,https://craftbridgegames.com,PC indie / side-scroller,The Carnival of Company; Ginga Cantina,unknown,unknown,independent,ATAP company CRAFTBRIDGE Bilişim; published on Steam.
SensiBall VR,Eskişehir,Eskişehir (ATAP Anadolu Technopark),unknown,unknown,unknown,https://sensiballvr.com,VR / serious games / sports cognitive training,SensiBallVR platform,unknown,unknown,independent,VR for cognitive performance in football; game engine/XR intersection.
Skunkworks Studios,Eskişehir,Eskişehir,~2024,1–10,unknown,,PC indie,Master of... (Steam Debut Fest),unknown,unknown,independent,Small indie based in Eskişehir; Steam releases.
Fateloom,Eskişehir,Eskişehir,~2025,1–10,unknown,,game tools / VFX / asset,Godot VFX pack; Audio Looper,unknown,unknown,independent,Eskişehir team focused on game development tools and VFX.
ValenGate Game Studio,Eskişehir,Eskişehir,2024,1–10,unknown,,game,unknown,unknown,unknown,independent,New studio based in Eskişehir.
Ash & Pause,Eskişehir,Eskişehir,2025,~5,unknown,https://www.ashandpause.com,PC indie / multiplayer platformer,TaterUp; Loop 13,unknown,unknown,independent,Icarus community origin; TaterUp on Steam.
Narradive Studios,Eskişehir,Eskişehir office (HQ Istanbul reference),2025,1–10,unknown,,narrative indie,Will You Be My Disciple?,unknown,unknown,independent,Team in Eskişehir; narrative dark comedy.
Lumos İnteraktif,Eskişehir,Eskişehir (ATAP),2023,unknown,unknown,,interactive / animation / media,unknown,unknown,unknown,independent,Interactive media at ATAP; intersection of games and animation.
Resimli Filim,Eskişehir,Eskişehir (ATAP),unknown,unknown,unknown,http://www.resimlifilim.com,animation studio,unknown,unknown,unknown,independent,Not a pure game studio; a well-established player in the Eskişehir animation ecosystem.
Koala Film Stüdyo,Eskişehir,Eskişehir (ATAP),unknown,unknown,unknown,,animation / film,unknown,unknown,unknown,independent,ATAP animation company; involved in creative industry discussions.
Cyber Panda Studios,Eskişehir,Eskişehir,unknown,unknown,unknown,,mobile / blockchain game,unknown,unknown,unknown,independent,Eskişehir references; verification limited.
Tasarım Simülasyon Teknolojileri,Eskişehir,Eskişehir (ESOGÜ Technopark),unknown,unknown,unknown,,simulation technologies,unknown,unknown,unknown,independent,ATAP/ESOGÜ; serious simulation side.
Umay Müze Tasarımı,Eskişehir,Eskişehir (ATAP),unknown,unknown,unknown,,museum / interactive experience,unknown,unknown,unknown,independent,Not a game; interactive/museum technology — ecosystem neighbor.
Games United,Ecosystem / association / incubator,Eskişehir (Anadolu Uni. partnership),unknown,—,—,,game incubation / mentoring / publishing partnership,—,runs an incubation program,—,private,ARİNKOM TTO + Anadolu University + ETO partner in Game and Animation Development Center.
ARİNKOM TTO,Ecosystem / association / incubator,Eskişehir (Anadolu University),—,—,—,https://arinkom.anadolu.edu.tr,technology transfer / pre-incubation,—,mentorship applications open,—,university TTO,Game incubation with Games United; ANAÇ pre-incubation area.
ATAP / ETGB,Ecosystem / association / incubator,Eskişehir,1984 (ATAP),106 active companies (general),—,https://www.atap.com.tr,technology park management company,—,unknown,—,management company,"Mobge, 396, Craftbridge, SensiBall VR, Resimli Filim etc. included."
Icarus Oyun Geliştirme Topluluğu,Ecosystem / association / incubator,Eskişehir (ESOGÜ),2023,—,—,,student game community,—,education / event,—,student community,Local talent pool producing teams like Ash & Pause.
ESTÜ Prototip Merkezi,Ecosystem / association / incubator,Eskişehir (Eskişehir Technical University),—,—,—,,prototype / creative industry support,—,unknown,—,university,Bringing local game teams to events like UMFF.
BEBKA,Ecosystem / association / incubator,Bursa-Eskişehir-Bilecik,—,—,—,https://www.bebka.org.tr,development agency / Producing Cities,—,—,—,public,Game and Animation Development Center funding partner.
ATOM,Ecosystem / association / incubator,Ankara (METU Technopolis),2008,—,—,https://atom.org.tr,pre-incubation / incubation,—,no (redirects to studios),—,METU Technopolis,50+ graduate companies; game/animation incubator.
The Game Circle,Ecosystem / association / incubator,Ankara + Istanbul,2021,—,—,https://www.thegamecircle.com,accelerator / publishing / investment,—,unknown,—,private,Game-focused incubation and publishing.
TOGED,Ecosystem / association / incubator,Nationwide in Turkey,—,—,—,https://toged.org,industry association,—,'Write a Game This Summer' internship program (previous years),—,STK,Member studio list and internship matching.
OYUNDER,Ecosystem / association / incubator,Nationwide in Turkey,—,—,—,https://oyunder.org,designer/developer/producer association,—,unknown,—,STK,Industry representative organization.
Bilkent Cyberpark,Ecosystem / association / incubator,Ankara,—,—,—,https://www.cyberpark.com.tr,technopark; Games from Turkey,—,unknown,—,tech park,TOGED member; trade delegations.
Anadolu Oyun ve Animasyon Geliştirme Merkezi,Ecosystem / association / incubator,Eskişehir (Anadolu Uni. GSF),—,—,—,https://www.etonet.org.tr/proje/oyun-ve-animasyon-gelistirme-merkezi,pre-incubation / incubation,—,mentorship program,—,Anadolu Uni. + Games United + ETO + BEBKA,Producing Cities Program; animation+game talent pool.
DEPARK / BAMBU,Ecosystem / association / incubator,Izmir,—,—,—,https://www.depark.com,technopark / digital game acceleration,—,unknown,—,DEU,"Mage, Ruff, Furtle, Althera; BAMBU D.O.S program."
Teknopark İzmir,Ecosystem / association / incubator,Izmir (İYTE / Urla),—,—,—,https://teknoparkizmir.com.tr,tech park,—,unknown,—,tech park,"Digitoy, Pyro, Toon Metal, Cave, Anisoft etc."
Ege Teknopark,Ecosystem / association / incubator,Izmir (Bornova),—,—,—,https://www.egeteknopark.com.tr,tech park,—,unknown,—,tech park,Joinco Games and similar game initiatives.
İZKA,Ecosystem / association / incubator,Izmir,2006,—,—,https://www.izka.org.tr,development agency / Gamescom participation support,—,—,—,public,"Stride, Joinco, Room, Gizmolabz Gamescom 2026 support."
